Chromosome	Chr	Start	End	Gene_ID	NewGeneName	GeneName
Pf3D7_13_v3	13	1129363	1133046	PF3D7_1326900	CPMP	CPMP13.6
Pf3D7_13_v3	13	1134070	1138040	PF3D7_1327000	CPP	CPP13.62
Pf3D7_13_v3	13	1138558	1141561	PF3D7_1327100	CP	CP13.24
Pf3D7_13_v3	13	1143157	1143915	PF3D7_1327200	ribonuclease_P_protein_subunit_RPR2	ribonuclease_P_protein_subunit_RPR2
Pf3D7_13_v3	13	1145719	1151106	PF3D7_1327300	CPP	CPP13.63
Pf3D7_13_v3	13	1152603	1153511	PF3D7_1327400	CPP	CPP13.64
Pf3D7_13_v3	13	1155022	1157905	PF3D7_1327500	CP	CP13.25
Pf3D7_13_v3	13	1159366	1159980	PF3D7_1327600	nicotinamide/nicotinic_acid_mononucleotide_adenylyltransferase	nicotinamide/nicotinic_acid_mononucleotide_adenylyltransferase
Pf3D7_13_v3	13	1160461	1161276	PF3D7_1327700	regulator_of_nonsense_transcripts_3B	regulator_of_nonsense_transcripts_3B
Pf3D7_13_v3	13	1162620	1164302	PF3D7_1327800	ribose-phosphate_pyrophosphokinase	ribose-phosphate_pyrophosphokinase
Pf3D7_13_v3	13	1165307	1166558	PF3D7_1327900	CPP	CPP13.65
Pf3D7_13_v3	13	1174191	1180832	PF3D7_1328000	CPP	CPP13.66
Pf3D7_13_v3	13	1184208	1185020	PF3D7_1328100	proteasome_subunit_beta_type-7	proteasome_subunit_beta_type-7
Pf3D7_13_v3	13	1186619	1195201	PF3D7_1328200	CPP	CPP13.67
Pf3D7_13_v3	13	1196229	1197509	PF3D7_1328300	CP	CP13.26
Pf3D7_13_v3	13	1200840	1202342	PF3D7_1328400	CP	CP13.27
Pf3D7_13_v3	13	1204186	1207200	PF3D7_1328500	alpha/beta-hydrolase	alpha/beta-hydrolase
Pf3D7_13_v3	13	1209744	1211772	PF3D7_1328600	CPP	CPP13.68
Pf3D7_13_v3	13	1213394	1213615	PF3D7_1328700	ncRNA	ncRNA.2
Pf3D7_13_v3	13	1214907	1215728	PF3D7_1328800	transcriptional_regulatory_protein_sir2a	transcriptional_regulatory_protein_sir2a
Pf3D7_13_v3	13	1215925	1217118	PF3D7_1328900	PUB	PUB.1
Pf3D7_13_v3	13	1217917	1225535	PF3D7_1329000	RPC1	RPC1
Pf3D7_13_v3	13	1227372	1234418	PF3D7_1329100	myosin_F	myosin_F
Pf3D7_13_v3	13	1237200	1238429	PF3D7_1329200	CPP	CPP13.69
Pf3D7_13_v3	13	1239486	1241234	PF3D7_1329300	chromatin_assembly_factor_1_subunit_B	chromatin_assembly_factor_1_subunit_B
Pf3D7_13_v3	13	1243172	1246344	PF3D7_1329400	AMP_deaminase	AMP_deaminase
Pf3D7_13_v3	13	1252059	1257973	PF3D7_1329500	CP	CP13.28
Pf3D7_13_v3	13	1258956	1259861	PF3D7_1329600	CPP	CPP13.70
Pf3D7_13_v3	13	1261345	1262943	PF3D7_1329700	apicoplast_calcium_binding_protein_1	apicoplast_calcium_binding_protein_1
Pf3D7_13_v3	13	1265137	1268763	PF3D7_1329800	CPP	CPP13.71
Pf3D7_13_v3	13	1269311	1271434	PF3D7_1329900	CPP	CPP13.72
Pf3D7_13_v3	13	1272213	1273859	PF3D7_1330000	PITH	PITH
Pf3D7_13_v3	13	1274448	1275008	PF3D7_1330100	CPP	CPP13.73
Pf3D7_13_v3	13	1275104	1275899	PF3D7_1330200	CPP	CPP13.74
Pf3D7_13_v3	13	1276089	1278373	PF3D7_1330300	DnaJ_protein	DnaJ_protein.1
Pf3D7_13_v3	13	1279800	1281285	PF3D7_1330400	ER_lumen	ER_lumen
Pf3D7_13_v3	13	1284988	1287165	PF3D7_1330500	CTLH	CTLH
Pf3D7_13_v3	13	1287891	1289408	PF3D7_1330600	elongation_factor_Tu	elongation_factor_Tu
Pf3D7_13_v3	13	1290118	1292954	PF3D7_1330700	GPI_transamidase_subunit_PIG-U	GPI_transamidase_subunit_PIG-U
Pf3D7_13_v3	13	1294615	1296966	PF3D7_1330800	RNA-binding_protein	RNA-binding_protein.3
Pf3D7_13_v3	13	1294943	1295022	PF3D7_1330900	ncRNA	ncRNA.3
Pf3D7_13_v3	13	1297600	1299273	PF3D7_1331000	protein_kinase	protein_kinase.1
Pf3D7_13_v3	13	1299906	1305294	PF3D7_1331100	DNA_polymerase_theta	DNA_polymerase_theta
Pf3D7_13_v3	13	1306654	1307999	PF3D7_1331200	CPP	CPP13.75
Pf3D7_13_v3	13	1309177	1310006	PF3D7_1331300	signal_peptidase_complex_catalytic_subunit_SEC11	signal_peptidase_complex_catalytic_subunit_SEC11
Pf3D7_13_v3	13	1310771	1312216	PF3D7_1331400	CPW-WPC_family_protein	CPW-WPC_family_protein
Pf3D7_13_v3	13	1313924	1315786	PF3D7_1331500	CPP	CPP13.76
Pf3D7_13_v3	13	1316496	1317806	PF3D7_1331600	protein_tyrosine_phosphatase-like_protein	protein_tyrosine_phosphatase-like_protein
Pf3D7_13_v3	13	1319089	1321845	PF3D7_1331700	glutamine--tRNA_ligase	glutamine--tRNA_ligase
Pf3D7_13_v3	13	1324012	1324802	PF3D7_1331800	60S_rp_L23	60S_rp_L23.1
Pf3D7_13_v3	13	1324253	1324342	PF3D7_1331900	ncRNA	ncRNA.4
Pf3D7_13_v3	13	1325913	1327532	PF3D7_1332000	syntaxin,_Qa-SNARE_family	syntaxin,_Qa-SNARE_family.1
Pf3D7_13_v3	13	1329491	1331059	PF3D7_1332100	CP	CP13.29
Pf3D7_13_v3	13	1332299	1335592	PF3D7_1332200	CP	CP13.30
Pf3D7_13_v3	13	1336401	1336892	PF3D7_1332300	trafficking_protein_particle_complex_subunit_2	trafficking_protein_particle_complex_subunit_2
Pf3D7_13_v3	13	1337117	1339693	PF3D7_1332400	nucleotidyltransferase	nucleotidyltransferase
Pf3D7_13_v3	13	1340786	1341442	PF3D7_1332500	SAM-dependent_RNA_methyltransferase	SAM-dependent_RNA_methyltransferase
Pf3D7_13_v3	13	1342012	1343805	PF3D7_1332600	DNA-(apurinic_or_apyrimidinic_site	DNA-(apurinic_or_apyrimidinic_site
Pf3D7_13_v3	13	1344806	1346278	PF3D7_1332700	ATPdRh_DBP8	ATPdRh_DBP8
Pf3D7_13_v3	13	1348779	1349522	PF3D7_1332800	eukaryotic_translation_initiation_factor_6	eukaryotic_translation_initiation_factor_6
Pf3D7_13_v3	13	1350042	1353860	PF3D7_1332900	isoleucine--tRNA_ligase	isoleucine--tRNA_ligase
Pf3D7_13_v3	13	1355285	1357194	PF3D7_1333000	20_kDa_chaperonin	20_kDa_chaperonin
Pf3D7_13_v3	13	1357704	1360319	PF3D7_1333100	CPP	CPP13.77
Pf3D7_13_v3	13	1362093	1367609	PF3D7_1333200	ubiquitin-activating_enzyme	ubiquitin-activating_enzyme
Pf3D7_13_v3	13	1368081	1368716	PF3D7_1333300	transmembrane_emp24	transmembrane_emp24.1
Pf3D7_13_v3	13	1370083	1370799	PF3D7_1333400	CP	CP13.31
Pf3D7_13_v3	13	1371671	1373056	PF3D7_1333500	CPP	CPP13.78
Pf3D7_13_v3	13	1373390	1377397	PF3D7_1333600	U3_small_nucleolar_RNA-associated_protein_4	U3_small_nucleolar_RNA-associated_protein_4
Pf3D7_13_v3	13	1379109	1379621	PF3D7_1333700	histone_H3-like_centromeric_protein_CSE4	histone_H3-like_centromeric_protein_CSE4
Pf3D7_13_v3	13	1382631	1383335	PF3D7_1333800	Voldacs	Voldacs
Pf3D7_13_v3	13	1385058	1389143	PF3D7_1333900	CPP	CPP13.79
Pf3D7_13_v3	13	1390016	1391353	PF3D7_1334000	RING_zinc_finger_protein	RING_zinc_finger_protein
Pf3D7_13_v3	13	1392614	1395565	PF3D7_1334100	CP	CP13.32
Pf3D7_13_v3	13	1398271	1399845	PF3D7_1334200	chaperone_binding_protein	chaperone_binding_protein
Pf3D7_13_v3	13	1400897	1402276	PF3D7_1334300	MSP7-like_protein	MSP7-like_protein
Pf3D7_13_v3	13	1403522	1404451	PF3D7_1334400	MSP7-like_protein	MSP7-like_protein.1
Pf3D7_13_v3	13	1405731	1407512	PF3D7_1334500	MSP7-like_protein	MSP7-like_protein.2
Pf3D7_13_v3	13	1409049	1409945	PF3D7_1334600	MSP7-like_protein	MSP7-like_protein.3
Pf3D7_13_v3	13	1411100	1411708	PF3D7_1334700	MSP7-like_protein	MSP7-like_protein.4
Pf3D7_13_v3	13	1413102	1413947	PF3D7_1334800	MSP7-like_protein	MSP7-like_protein.5
Pf3D7_13_v3	13	1414878	1415018	PF3D7_1334900	VAR	VAR.7
Pf3D7_13_v3	13	1416316	1417458	PF3D7_1335000	MSP7-like_protein	MSP7-like_protein.6
Pf3D7_13_v3	13	1419086	1420141	PF3D7_1335100	MSP7	MSP7
Pf3D7_13_v3	13	1422322	1425596	PF3D7_1335200	VAR	VAR.8
Pf3D7_13_v3	13	1428874	1438852	PF3D7_1335300	reticulocyte_binding_protein_2_homologue_b	reticulocyte_binding_protein_2_homologue_b
Pf3D7_13_v3	13	1440779	1450385	PF3D7_1335400	reticulocyte_binding_protein_2_homologue_a	reticulocyte_binding_protein_2_homologue_a
Pf3D7_13_v3	13	1451489	1453443	PF3D7_1335500	DNA_replication_complex_GINS_protein	DNA_replication_complex_GINS_protein
Pf3D7_13_v3	13	1454507	1455875	PF3D7_1335600	CPP	CPP13.80
Pf3D7_13_v3	13	1456110	1461326	PF3D7_1335700	conserved_oligomeric_Golgi_complex_subunit_3	conserved_oligomeric_Golgi_complex_subunit_3
Pf3D7_13_v3	13	1462180	1463991	PF3D7_1335800	CPP	CPP13.81
Pf3D7_13_v3	13	1464895	1466619	PF3D7_1335900	TRAP	TRAP
Pf3D7_13_v3	13	1469844	1471453	PF3D7_1336000	CPP	CPP13.82
Pf3D7_13_v3	13	1472183	1473114	PF3D7_1336100	CP	CP13.33
Pf3D7_13_v3	13	1474274	1475661	PF3D7_1336200	CPP	CPP13.83
Pf3D7_13_v3	13	1476333	1477307	PF3D7_1336300	CPMP	CPMP13.7
Pf3D7_13_v3	13	1477961	1480024	PF3D7_1336400	RanBPM_and_CLTH-like_protein	RanBPM_and_CLTH-like_protein
Pf3D7_13_v3	13	1479501	1479598	PF3D7_1336500	ncRNA	ncRNA.5
Pf3D7_13_v3	13	1480954	1481702	PF3D7_1336600	CP	CP13.34
Pf3D7_13_v3	13	1482361	1482837	PF3D7_1336700	parasitophorous_vacuolar_protein_3	parasitophorous_vacuolar_protein_3
Pf3D7_13_v3	13	1486456	1487616	PF3D7_1336800	nuclear_movement_protein	nuclear_movement_protein
Pf3D7_13_v3	13	1488061	1490262	PF3D7_1336900	tryptophan--tRNA_ligase	tryptophan--tRNA_ligase
Pf3D7_13_v3	13	1491265	1494308	PF3D7_1337000	mitochondrial_intermediate_peptidase	mitochondrial_intermediate_peptidase
Pf3D7_13_v3	13	1495259	1497240	PF3D7_1337100	protein_kinase_6	protein_kinase_6
Pf3D7_13_v3	13	1497877	1501494	PF3D7_1337200	1-deoxy-D-xylulose_5-phosphate_synthase	1-deoxy-D-xylulose_5-phosphate_synthase
Pf3D7_13_v3	13	1503015	1506022	PF3D7_1337300	exoribonuclease	exoribonuclease
Pf3D7_13_v3	13	1506965	1508977	PF3D7_1337400	zinc_finger_protein	zinc_finger_protein.2
Pf3D7_13_v3	13	1509589	1519593	PF3D7_1337500	CPP	CPP13.84
Pf3D7_13_v3	13	1524111	1524192	PF3D7_1337600	tRNA	tRNA
Pf3D7_13_v3	13	1525562	1527814	PF3D7_1337700	phosphoinositide-binding_protein_PH2	phosphoinositide-binding_protein_PH2
Pf3D7_13_v3	13	1528502	1530208	PF3D7_1337800	calcium-dependent_protein_kinase_5	calcium-dependent_protein_kinase_5
Pf3D7_13_v3	13	1534507	1535166	PF3D7_1337900	CPP	CPP13.85
Pf3D7_13_v3	13	1536463	1540353	PF3D7_1338000	LMBR1	LMBR1
Pf3D7_13_v3	13	1542080	1543981	PF3D7_1338100	RPN3	RPN3
Pf3D7_13_v3	13	1545070	1545735	PF3D7_1338200	60S_rp_L6	60S_rp_L6.1
Pf3D7_13_v3	13	1548692	1550396	PF3D7_1338300	elongation_factor_1-gamma	elongation_factor_1-gamma
Pf3D7_13_v3	13	1550949	1553103	PF3D7_1338400	SprT-like	SprT-like
Pf3D7_13_v3	13	1554199	1556364	PF3D7_1338500	CPP	CPP13.86
Pf3D7_13_v3	13	1556659	1559734	PF3D7_1338600	CP	CP13.35
Pf3D7_13_v3	13	1561255	1563123	PF3D7_1338700	CP	CP13.36
Pf3D7_13_v3	13	1564932	1567660	PF3D7_1338800	CPW-WPC_family_protein	CPW-WPC_family_protein.1
Pf3D7_13_v3	13	1568374	1571169	PF3D7_1338900	serine/threonine_protein_kinase	serine/threonine_protein_kinase
Pf3D7_13_v3	13	1572631	1573723	PF3D7_1339000	CPP	CPP13.87
Pf3D7_13_v3	13	1575356	1575427	PF3D7_1339100	tRNA	tRNA.1
Pf3D7_13_v3	13	1576926	1576997	PF3D7_1339200	tRNA	tRNA.2
Pf3D7_13_v3	13	1583226	1584053	PF3D7_1339300	CPP	CPP13.88
Pf3D7_13_v3	13	1585806	1586399	PF3D7_1339400	cytochrome_c_oxidase_subunit_ApiCOX14	cytochrome_c_oxidase_subunit_ApiCOX14
Pf3D7_13_v3	13	1587028	1587874	PF3D7_1339500	mitochondrial_rp_L49_precursor	mitochondrial_rp_L49_precursor
Pf3D7_13_v3	13	1588404	1590290	PF3D7_1339600	CPP	CPP13.89
Pf3D7_13_v3	13	1590510	1596320	PF3D7_1339700	CPP	CPP13.90
Pf3D7_13_v3	13	1597400	1597618	PF3D7_1339800	mitotic-spindle_organizing_protein_1	mitotic-spindle_organizing_protein_1
Pf3D7_13_v3	13	1598401	1601178	PF3D7_1339900	ABC_transporter_B_family_member_5	ABC_transporter_B_family_member_5
Pf3D7_13_v3	13	1601698	1603554	PF3D7_1340000	secreted_ookinete_protein	secreted_ookinete_protein
Pf3D7_13_v3	13	1604376	1605212	PF3D7_1340100	exosome_complex_component_RRP42	exosome_complex_component_RRP42
Pf3D7_13_v3	13	1605800	1605976	PF3D7_1340200	CPP	CPP13.91
Pf3D7_13_v3	13	1607323	1610190	PF3D7_1340300	nucleolar_complex_protein_2	nucleolar_complex_protein_2
Pf3D7_13_v3	13	1610715	1611989	PF3D7_1340400	CPP	CPP13.92
Pf3D7_13_v3	13	1613197	1616805	PF3D7_1340500	CPP	CPP13.93
Pf3D7_13_v3	13	1618001	1619728	PF3D7_1340600	RNA_lariat_debranching_enzyme	RNA_lariat_debranching_enzyme
Pf3D7_13_v3	13	1621292	1622718	PF3D7_1340700	ras-related_protein_Rab-11B	ras-related_protein_Rab-11B
Pf3D7_13_v3	13	1624054	1624490	PF3D7_1340800	mitochondrial_pyruvate_carrier_protein_1	mitochondrial_pyruvate_carrier_protein_1
Pf3D7_13_v3	13	1627311	1629480	PF3D7_1340900	sodium-dependent_phosphate_transporter	sodium-dependent_phosphate_transporter
Pf3D7_13_v3	13	1631333	1631406	PF3D7_1341000	tRNA	tRNA.3
Pf3D7_13_v3	13	1632602	1632709	PF3D7_1341100	ncRNA	ncRNA.6
Pf3D7_13_v3	13	1633860	1634530	PF3D7_1341200	60S_rp_L18	60S_rp_L18
Pf3D7_13_v3	13	1636556	1637833	PF3D7_1341300	60S_rp_L18-2	60S_rp_L18-2
Pf3D7_13_v3	13	1637268	1637347	PF3D7_1341400	ncRNA	ncRNA.7
Pf3D7_13_v3	13	1639617	1641143	PF3D7_1341500	inner_membrane_complex_suture_component	inner_membrane_complex_suture_component
Pf3D7_13_v3	13	1642119	1644479	PF3D7_1341600	dolichyl-phosphate-mannose-glygolipidalpha-mannos_yltransferase	dolichyl-phosphate-mannose-glygolipidalpha-mannos_yltransferase
Pf3D7_13_v3	13	1645066	1645666	PF3D7_1341700	CPP	CPP13.94
Pf3D7_13_v3	13	1646330	1647718	PF3D7_1341800	inner_membrane_complex_protein_1k	inner_membrane_complex_protein_1k
Pf3D7_13_v3	13	1649113	1650649	PF3D7_1341900	V-type_proton_ATPase_subunit_D	V-type_proton_ATPase_subunit_D
Pf3D7_13_v3	13	1653211	1654131	PF3D7_1342000	40S_rp_S6	40S_rp_S6
Pf3D7_13_v3	13	1657442	1660171	PF3D7_1342100	aconitate_hydratase	aconitate_hydratase
Pf3D7_13_v3	13	1660812	1663730	PF3D7_1342200	CPMP	CPMP13.8
Pf3D7_13_v3	13	1664854	1665645	PF3D7_1342300	tetratricopeptide_repeat_protein	tetratricopeptide_repeat_protein.2
Pf3D7_13_v3	13	1666832	1668153	PF3D7_1342400	casein_kinase_II_beta_chain	casein_kinase_II_beta_chain
Pf3D7_13_v3	13	1669694	1670956	PF3D7_1342500	sporozoite_protein_essential_for_cell_traversal	sporozoite_protein_essential_for_cell_traversal
Pf3D7_13_v3	13	1673699	1676539	PF3D7_1342600	myosin_A	myosin_A
Pf3D7_13_v3	13	1677540	1677917	PF3D7_1342700	RPABC4	RPABC4
Pf3D7_13_v3	13	1679693	1681444	PF3D7_1342800	phosphoenolpyruvate_carboxykinase	phosphoenolpyruvate_carboxykinase
Pf3D7_13_v3	13	1682393	1693969	PF3D7_1342900	AP2_domain_transcription_factor	AP2_domain_transcription_factor.1
Pf3D7_13_v3	13	1696894	1698113	PF3D7_1343000	phosphoethanolamine_N-methyltransferase	phosphoethanolamine_N-methyltransferase
Pf3D7_13_v3	13	1699683	1700630	PF3D7_1343100	CPP	CPP13.95
Pf3D7_13_v3	13	1704570	1706123	PF3D7_1343200	tRNA_guanosine-2'-O-methyltransferase	tRNA_guanosine-2'-O-methyltransferase
Pf3D7_13_v3	13	1707731	1710679	PF3D7_1343300	CDT1-like_protein	CDT1-like_protein
Pf3D7_13_v3	13	1714443	1719255	PF3D7_1343400	RAD5	RAD5
Pf3D7_13_v3	13	1720319	1721672	PF3D7_1343500	CP	CP13.37
Pf3D7_13_v3	13	1721904	1723685	PF3D7_1343600	UDP-N-acetylglucosamine_pyrophosphorylase	UDP-N-acetylglucosamine_pyrophosphorylase
Pf3D7_13_v3	13	1724817	1726997	PF3D7_1343700	kelch_protein_K13	kelch_protein_K13
Pf3D7_13_v3	13	1730702	1753486	PF3D7_1343800	CPP	CPP13.96
Pf3D7_13_v3	13	1756212	1758158	PF3D7_1343900	U4/U6_small_nuclear_ribonucleoprotein_PRP4	U4/U6_small_nuclear_ribonucleoprotein_PRP4
Pf3D7_13_v3	13	1759466	1761991	PF3D7_1344000	aminomethyltransferase	aminomethyltransferase
Pf3D7_13_v3	13	1764190	1766607	PF3D7_1344100	TLD	TLD
Pf3D7_13_v3	13	1769129	1771927	PF3D7_1344200	endoplasmic_reticulum_chaperone_GRP170	endoplasmic_reticulum_chaperone_GRP170
Pf3D7_13_v3	13	1774275	1779042	PF3D7_1344300	zinc_finger_protein	zinc_finger_protein.3
Pf3D7_13_v3	13	1785333	1786805	PF3D7_1344400	CPP	CPP13.97
Pf3D7_13_v3	13	1787820	1788869	PF3D7_1344500	U6_snRNA_phosphodiesterase	U6_snRNA_phosphodiesterase
Pf3D7_13_v3	13	1789425	1790672	PF3D7_1344600	lipoyl_synthase	lipoyl_synthase
Pf3D7_13_v3	13	1791032	1794766	PF3D7_1344700	CPP	CPP13.98
Pf3D7_13_v3	13	1796274	1797709	PF3D7_1344800	aspartate_carbamoyltransferase	aspartate_carbamoyltransferase
Pf3D7_13_v3	13	1801271	1805737	PF3D7_1344900	CPP	CPP13.99
Pf3D7_13_v3	13	1807159	1809617	PF3D7_1345000	CPP	CPP13.100
Pf3D7_13_v3	13	1809736	1810521	PF3D7_1345100	thioredoxin_2	thioredoxin_2
Pf3D7_13_v3	13	1812220	1813929	PF3D7_1345200	rhomboid_protease_ROM6	rhomboid_protease_ROM6
Pf3D7_13_v3	13	1815075	1815548	PF3D7_1345300	CPP	CPP13.101
Pf3D7_13_v3	13	1816344	1821300	PF3D7_1345400	CPP	CPP13.102
Pf3D7_13_v3	13	1823190	1824026	PF3D7_1345500	ubiquitin-conjugating_enzyme_E2	ubiquitin-conjugating_enzyme_E2
Pf3D7_13_v3	13	1826411	1827649	PF3D7_1345600	inner_membrane_complex_protein	inner_membrane_complex_protein
Pf3D7_13_v3	13	1828283	1829689	PF3D7_1345700	isocitrate_dehydrogenase_[NADP],_mitochondrial	isocitrate_dehydrogenase_[NADP],_mitochondrial
Pf3D7_13_v3	13	1831842	1834991	PF3D7_1345800	CPP	CPP13.103
Pf3D7_13_v3	13	1835511	1836799	PF3D7_1345900	kinetochore_protein_SPC25	kinetochore_protein_SPC25
Pf3D7_13_v3	13	1837752	1840105	PF3D7_1346000	dynactin_subunit_2	dynactin_subunit_2
Pf3D7_13_v3	13	1843376	1844897	PF3D7_1346100	protein_transport_protein_SEC61_subunit_alpha	protein_transport_protein_SEC61_subunit_alpha
Pf3D7_13_v3	13	1845878	1846384	PF3D7_1346200	nuclear_import_protein_MOG1	nuclear_import_protein_MOG1
Pf3D7_13_v3	13	1849528	1850517	PF3D7_1346300	DNA/RNA-binding_protein_Alba_2	DNA/RNA-binding_protein_Alba_2
Pf3D7_13_v3	13	1852898	1870864	PF3D7_1346400	VPS13	VPS13
Pf3D7_13_v3	13	1871922	1873709	PF3D7_1346500	CPP	CPP13.104
Pf3D7_13_v3	13	1874060	1874725	PF3D7_1346600	CP	CP13.38
Pf3D7_13_v3	13	1876016	1877362	PF3D7_1346700	6-cp	6-cp
Pf3D7_13_v3	13	1878875	1880194	PF3D7_1346800	6-cp	6-cp.1
Pf3D7_13_v3	13	1881902	1882657	PF3D7_1346900	CPP	CPP13.105
Pf3D7_13_v3	13	1882964	1884946	PF3D7_1347000	WD_repeat-containing_protein_92	WD_repeat-containing_protein_92
Pf3D7_13_v3	13	1886344	1888476	PF3D7_1347100	DNA_topoisomerase_3	DNA_topoisomerase_3
Pf3D7_13_v3	13	1889853	1891121	PF3D7_1347200	NT1	NT1
Pf3D7_13_v3	13	1893613	1895023	PF3D7_1347300	CPMP	CPMP13.9
Pf3D7_13_v3	13	1895983	1896402	PF3D7_1347400	CPP	CPP13.106
Pf3D7_13_v3	13	1897983	1899362	PF3D7_1347500	DNA/RNA-binding_protein_Alba_4	DNA/RNA-binding_protein_Alba_4
Pf3D7_13_v3	13	1902723	1905355	PF3D7_1347600	CP	CP13.39
Pf3D7_13_v3	13	1908960	1910885	PF3D7_1347700	ethanolamine-phosphate_cytidylyltransferase	ethanolamine-phosphate_cytidylyltransferase
Pf3D7_13_v3	13	1911507	1912832	PF3D7_1347800	leucine-rich_repeat_protein	leucine-rich_repeat_protein
Pf3D7_13_v3	13	1912948	1918904	PF3D7_1347900	CPP	CPP13.107
Pf3D7_13_v3	13	1919834	1923999	PF3D7_1348000	CPP	CPP13.108
Pf3D7_13_v3	13	1925049	1926780	PF3D7_1348100	GTPase	GTPase
Pf3D7_13_v3	13	1927449	1928260	PF3D7_1348200	step_II_splicing_factor	step_II_splicing_factor
Pf3D7_13_v3	13	1929091	1933721	PF3D7_1348300	elongation_factor_Tu	elongation_factor_Tu.1
Pf3D7_13_v3	13	1935596	1947380	PF3D7_1348400	CPMP	CPMP13.10
Pf3D7_13_v3	13	1950400	1951847	PF3D7_1348500	TBC_domain_protein	TBC_domain_protein.1
Pf3D7_13_v3	13	1953304	1954852	PF3D7_1348600	CPP	CPP13.109
Pf3D7_13_v3	13	1955254	1958358	PF3D7_1348700	WD_repeat-containing_protein_16	WD_repeat-containing_protein_16
Pf3D7_13_v3	13	1959657	1965677	PF3D7_1348800	E1-E2_ATPase	E1-E2_ATPase
Pf3D7_13_v3	13	1965963	1966322	PF3D7_1348900	CPP	CPP13.110
Pf3D7_13_v3	13	1966890	1969427	PF3D7_1349000	CPP	CPP13.111
Pf3D7_13_v3	13	1969769	1970752	PF3D7_1349100	nucleoside_diphosphate_hydrolase	nucleoside_diphosphate_hydrolase
Pf3D7_13_v3	13	1971890	1974481	PF3D7_1349200	glutamate--tRNA_ligase	glutamate--tRNA_ligase
Pf3D7_13_v3	13	1977269	1982692	PF3D7_1349300	tyrosine_kinase-like_protein	tyrosine_kinase-like_protein
Pf3D7_13_v3	13	1983823	1985011	PF3D7_1349400	cytidine_and_deoxycytidylate_deaminase	cytidine_and_deoxycytidylate_deaminase
Pf3D7_13_v3	13	1985337	1995614	PF3D7_1349500	CPP	CPP13.112
Pf3D7_13_v3	13	1997023	1998282	PF3D7_1349600	CPP	CPP13.113
Pf3D7_13_v3	13	1998815	1999771	PF3D7_1349700	peptidase	peptidase
Pf3D7_13_v3	13	2000681	2002000	PF3D7_1349800	GPN-loop_GTPase	GPN-loop_GTPase
Pf3D7_13_v3	13	2002429	2002989	PF3D7_1349900	CPP	CPP13.114
Pf3D7_13_v3	13	2003332	2005134	PF3D7_1350000	CPP	CPP13.115
Pf3D7_13_v3	13	2005962	2007950	PF3D7_1350100	lysine--tRNA_ligase	lysine--tRNA_ligase
Pf3D7_13_v3	13	2009477	2010281	PF3D7_1350200	small_nuclear_ribonucleoprotein_E	small_nuclear_ribonucleoprotein_E
Pf3D7_13_v3	13	2011168	2012085	PF3D7_1350300	CP	CP13.40
Pf3D7_13_v3	13	2012799	2014919	PF3D7_1350400	ubiquitin-activating_enzyme_E1	ubiquitin-activating_enzyme_E1
Pf3D7_13_v3	13	2015367	2018801	PF3D7_1350500	CPP	CPP13.116
Pf3D7_13_v3	13	2021350	2022307	PF3D7_1350600	CPP	CPP13.117
Pf3D7_13_v3	13	2023259	2024944	PF3D7_1350700	N6-adenine-specific_methylase	N6-adenine-specific_methylase
Pf3D7_13_v3	13	2025366	2026106	PF3D7_1350800	CPP	CPP13.118
Pf3D7_13_v3	13	2027073	2028638	PF3D7_1350900	AP2_domain_transcription_factor_AP2-O4	AP2_domain_transcription_factor_AP2-O4
Pf3D7_13_v3	13	2033838	2039882	PF3D7_1351000	phosphatidylinositol_transfer_protein	phosphatidylinositol_transfer_protein
Pf3D7_13_v3	13	2040405	2041555	PF3D7_1351100	CP	CP13.41
Pf3D7_13_v3	13	2043106	2047758	PF3D7_1351200	CPP	CPP13.119
Pf3D7_13_v3	13	2048381	2049656	PF3D7_1351300	CPMP	CPMP13.11
Pf3D7_13_v3	13	2052108	2053384	PF3D7_1351400	60S_rp_L17	60S_rp_L17
Pf3D7_13_v3	13	2052741	2052885	PF3D7_1351500	ncRNA	ncRNA.8
Pf3D7_13_v3	13	2055216	2056721	PF3D7_1351600	glycerol_kinase	glycerol_kinase
Pf3D7_13_v3	13	2059616	2063924	PF3D7_1351700	inner_membrane_complex_protein_1f	inner_membrane_complex_protein_1f
Pf3D7_13_v3	13	2065373	2066409	PF3D7_1351800	CPP	CPP13.120
Pf3D7_13_v3	13	2067529	2068767	PF3D7_1351900	CP	CP13.42
Pf3D7_13_v3	13	2069317	2075337	PF3D7_1352000	GTP-binding_protein	GTP-binding_protein
Pf3D7_13_v3	13	2076078	2079227	PF3D7_1352100	ABC_transporter_B_family_member_6	ABC_transporter_B_family_member_6
Pf3D7_13_v3	13	2080764	2083152	PF3D7_1352200	U3_small_nucleolar_RNA-associated_protein_15	U3_small_nucleolar_RNA-associated_protein_15
Pf3D7_13_v3	13	2083689	2085530	PF3D7_1352300	CPP	CPP13.121
Pf3D7_13_v3	13	2087393	2092177	PF3D7_1352400	CPP	CPP13.122
Pf3D7_13_v3	13	2093365	2094337	PF3D7_1352500	thioredoxin-related_protein	thioredoxin-related_protein
Pf3D7_13_v3	13	2096326	2099369	PF3D7_1352600	protein_kinase	protein_kinase.2
Pf3D7_13_v3	13	2101485	2109086	PF3D7_1352700	intron-binding_protein_aquarius	intron-binding_protein_aquarius
